portal_rank_247,player_name,role,team,new_team,conf,GP,Min_per,min_factor,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec_Rank,ast_tov,rimmade,rimmade_rimmiss,midmade,midmade_midmiss,rim_pct,mid_pct,dunksmade,dunksmade_dunksmiss,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,bpm_adj,adj_bpm2,obpm,dbpm,gbpm,adj_gbpm,min_adj_gbpm,mp,mp_factor,cam_gbpm,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,idk,dob,gp_weight,cam_gbpm_v2,min_adj_gbpm_v2,conf_sos,sos_adj,adj_gbpm_sos,cam_gbpm_v3,min_adj_gbpm_v3
,Jo'el Emanuel,Wing G,William & Mary,,CAA,29,54.5,1.129,114.7,18,57.5,62.32,4.3,10.6,12.5,16.7,85,120,0.708,63,105,0.6,14,41,0.341,2.2,1.9,82.2,Sr,6-6,23,1.39465,110.195,4.8,2026,75957,"Suffern, NY",,1.25633891,58,96,5,9,0.6042,0.5556,23,24,0.9583,,109.031,110.761,1.84715,116.228,-0.38817,41.098,-0.350,-0.00994551,-0.378224,-0.92136,-0.930,-1.050,21.971,1.219,-1.134,-0.960178,0.0388178,0.8065,2.2258,3.0323,1.5806,0.8065,0.3871,8.5484,3.41773,2003-10-15,0.784,-0.889,-0.823,-0.623,-0.311,-1.241,-1.186,-1.099
,Chancellor Perkins,Combo G,Grambling St.,,SWAC,16,4.8,0.535,88.4,13.7,62.5,62.5,0,12.1,7.1,35.5,0,0,0,3,8,0.375,3,4,0.75,0,2,0,Fr,6-2,20,-0.178122,78.4711,2,2026,135065,"Woodbridge, VA",,1,3,6,0,2,0.5,0,0,0,,,105.064,111.11,0.298103,9.75656,-7.6073,18.714,-6.352,-7.20863,-0.398675,-4.3503,-3.589,-1.919,4.9222,0.362,-1.299,-4.58766,0.23736,0.1111,0.5,0.6111,0.3333,0.1667,0,1.1111,3.87664,2006-10-15,0.667,-0.866,-1.279,-2.677,-1.339,-4.928,-1.189,-1.756
,DarKaun King,Wing F,North Alabama,,ASun,15,19.4,0.922,107.5,15.5,49,51.6,9.4,17.4,3.7,14.2,9,13,0.692,13,33,0.394,8,18,0.444,1.1,2.2,25.5,So,6-7,25,0.281669,97.9589,1.5,2026,128351,"Dallas, TX",,0.77786174,8,13,5,20,0.6154,0.25,0,0,,,116.957,117.964,0.826442,35.9806,-5.07718,33.249,-4.617,-2.37112,-2.70606,-1.65763,-1.514,-1.395,14.6294,0.727,-1.101,-0.00488649,-1.65275,1.1176,2,3.1176,0.4118,0.4706,0.1176,4.2353,4.9716,2005-10-15,0.652,-0.718,-0.910,-1.988,-0.994,-2.508,-1.190,-1.507
,Jaden Winston,Scoring PG,Manhattan,,MAAC,31,88.2,1.431,111.1,23,51.2,57.5,2.1,7.5,22.9,16.9,129,156,0.827,112,229,0.489,43,116,0.371,0.1,4.2,45.2,Jr,6-0,2,2.53233,113.054,3.1,2026,79025,"Laurel, MD",,1.67126956,53,108,59,121,0.4907,0.4876,0,0,,,114.159,120.426,1.70685,193.566,-0.632144,66.737,-0.087,1.44208,-2.07422,-0.00858472,0.079,0.113,35.2781,1.551,0.123,0.269466,-0.278051,0.6562,2.4062,3.0625,3.8125,2.5938,0.0312,15.2812,6.16857,2004-10-15,0.795,0.098,0.090,-2.090,-1.045,-0.966,-1.191,-1.099
,Nate Deer,C,Oakland,,Horz,9,2.1,0.520,38.5,10.4,0,0,8.8,8.5,5.4,20.8,0,2,0,0,3,0,0,0,0,0,0,66.7,Sr,6-10,11,-0.573862,34.9008,1.5,2026,126963,"Adelaide, Australia",,0.33333333,0,3,0,0,0,,0,0,,,124.444,114.643,0.196971,2.79644,-12.866,17.492,-9.892,-8.64924,-4.21681,-11.159,-8.942,-4.646,4.65,0.239,-2.140,-6.09293,-5.06608,0.7,0.7,1.4,0.1,0,0,1.1,0,2003-10-15,0.529,-1.133,-2.460,-0.922,-0.461,-9.403,-1.191,-2.587
,JJ Rembert,Pure PG,McNeese St.,,Slnd,6,1.6,0.535,66.7,21.2,0,16.81,0,0,43.5,27.2,2,2,1,0,4,0,0,1,0,0,2.9,40,Fr,5-10,9,-0.31242,66.5209,3.8,2026,127342,"Jamaica, NY",,6,0,1,0,3,0,0,0,0,,,108.114,113.855,0.247943,2.66489,-22.4467,34.719,-22.910,-12.73,-9.71668,-12.3198,-12.880,-6.896,4.9375,0.209,-2.691,-8.23327,-4.08655,0,0,0,1.5,0.25,0,0.5,2.91086,2005-10-15,0.429,-1.153,-2.955,-0.883,-0.441,-13.321,-1.193,-3.057
,Trent Mosquera,Wing G,Le Moyne,,NEC,31,80.4,1.357,102.1,22.8,51.3,54.01,3.1,16.8,15,16.2,64,87,0.736,66,139,0.475,77,215,0.358,2.4,2.3,24.6,Sr,6-4,7,1.03892,101.679,3.3,2026,79273,"Brookline, MA",,1.14059997,44,81,22,58,0.5432,0.3793,3,4,0.75,,104.093,110.626,2.64913,202.491,-0.385929,62.426,-0.500,-0.520868,0.134939,0.429065,0.506,0.686,31.7406,1.481,0.749,0.418662,0.010403,0.7812,4.9688,5.75,2.2812,1.4062,0.6875,13.5312,12.3986,2003-10-15,0.795,0.595,0.545,-3.038,-1.519,-1.013,-1.193,-1.093
,O'Marion Harvey,PF/C,Monmouth,,CAA,13,3.1,0.474,37.2,7.7,0,52.63,2.7,16.5,3.8,74.3,1,2,0.5,0,0,0,0,0,0,0,1.4,0,Fr,6-7,8,-0.698649,29.4494,6.7,2026,134992,"Katy, TX",,0.16658889,0,0,0,0,,,0,0,,,105.598,108.621,0.285898,7.11975,-8.62056,11.388,-4.637,-8.97948,0.358922,-10.994,-6.319,-2.996,3.8714,0.291,-1.838,-10.4441,-0.549914,0.2143,0.5,0.7143,0.0714,0.2857,0,0.6429,0,2006-10-15,0.619,-1.138,-1.854,-0.623,-0.311,-6.630,-1.194,-1.946
,Landon Clark,Wing F,Princeton,,Ivy,28,72.6,1.296,106.3,13,53.1,54.94,3.5,13.2,12.9,19.3,19,26,0.731,22,44,0.5,37,102,0.363,1.3,1.9,17.8,Fr,6-8,8,0.332252,95.6664,3,2026,133674,"Bangor, ME",,1.60611654,20,33,2,11,0.6061,0.1818,0,1,0,,111.041,111.591,2.29439,133.254,0.202065,33.439,0.267,-0.624162,0.826227,-1.16505,-0.868,-1.125,28.9379,1.407,-1.222,-1.66948,0.504432,0.8276,3.1724,4,1.8276,0.8621,0.3103,6,7.74318,2006-10-15,0.778,-0.950,-0.875,-0.445,-0.223,-1.091,-1.194,-1.100
,Jared Garcia,PF/C,Nebraska,,B10,28,16.5,0.695,84.4,24.8,39.2,45.19,5.2,24.2,6.8,20.9,21,27,0.778,16,38,0.421,10,41,0.244,8.4,1.3,34.2,Sr,6-8,15,-0.0101342,92.0137,3.4,2026,73424,"Houston, TX",28,0.449951,12,25,4,13,0.48,0.3077,0,0,,,93.2903,87.6238,1.33667,53.0193,-1.38548,35.423,-3.798,-6.57169,5.18622,-2.48521,-4.168,-2.896,8.3143,0.671,-2.796,-5.11409,2.62888,0.3571,1.7857,2.1429,0.3214,0.1786,0.5,2.9643,10.6167,2001-10-15,0.778,-2.175,-2.252,3.756,1.878,-2.290,-1.195,-1.237
,Nico Ashley,PF/C,Central Connecticut,,NEC,16,13.4,0.759,104.8,17.3,48.6,52.16,7.5,8.4,6.5,14.1,9,13,0.692,16,27,0.593,1,9,0.111,6.7,2.8,36.1,Sr,6-7,2,0.177494,97.8413,5,2026,134474,"Elizabethton, TN",,1.11119998,9,16,7,11,0.5625,0.6364,1,2,0.5,,107.555,113.556,0.675135,27.66,-0.909305,26.959,-0.982,-2.16986,1.26055,-1.37028,-1.447,-1.099,9.9278,0.605,-0.875,-2.82139,1.45111,0.5556,0.7222,1.2778,0.5556,0.5,0.6667,3.3333,3.66601,2003-10-15,0.667,-0.583,-0.732,-3.038,-1.519,-2.966,-1.195,-1.501
,Isaiah Johnson-Arigu,Wing F,St. Thomas,,Sum,30,52.6,1.114,113.1,22.6,60.7,63.01,3.7,17.8,9.4,15.6,71,103,0.689,87,129,0.674,25,76,0.329,2.8,1.6,50.2,So,6-7,0,1.56422,113.116,4.2,2026,128065,"Minneapolis, MN",75,0.88096174,79,114,8,15,0.693,0.5333,16,17,0.9412,,104.663,107.147,2.05223,121.7,-0.433327,50.829,-0.589,-0.689051,0.255724,-0.418438,-0.504,-0.561,21.3697,1.198,-0.604,-0.454143,0.035705,0.6061,3.3636,3.9697,1.1212,0.6364,0.5758,10.5455,6.68472,2005-10-15,0.789,-0.477,-0.443,-1.524,-0.762,-1.266,-1.197,-1.113
,Addison Arnold,Wing G,Arizona,,B12,20,2.8,0.356,77.8,17.3,15.4,26.85,5.4,15.8,12.9,14.7,4,4,1,2,11,0.182,0,2,0,2.3,0,30.8,So,6-3,22,-0.111636,77.6442,8.2,2026,127341,"Simi Valley, CA",,2,2,6,0,5,0.3333,0,0,0,,,100.389,96.0056,0.290862,7.59354,-2.88476,13.351,-2.967,-4.86392,1.97916,-8.00228,-7.850,-2.796,2.185,0.276,-2.170,-8.38903,0.386758,0.1,0.35,0.45,0.2,0,0.05,0.4,2.55112,2004-10-15,0.714,-1.550,-1.997,3.557,1.779,-6.072,-1.199,-1.545
,Jamir Simpson,Combo G,UTSA,,Amer,28,88,1.416,101.9,24.4,45.2,49.51,2.8,9,15.2,12.6,91,121,0.752,108,236,0.458,48,162,0.296,0.3,1.6,30.4,Sr,6-5,7,1.93344,108.199,1.3,2026,77725,"Lima, OH",,1.29095071,62,127,46,109,0.4882,0.422,5,6,0.8333,,122.656,121.814,1.53324,134.936,-3.51542,74.091,-2.886,0.394066,-3.90949,-1.92052,-1.292,-1.830,34.5467,1.549,-2.002,0.963519,-2.88404,1,3.1,4.1,2.3667,0.9333,0.1,16.1667,9.43296,2002-10-15,0.778,-1.557,-1.423,0.591,0.296,-0.997,-1.201,-1.098
,Ashton Simmons,Wing G,TCU,,B12,5,1.3,0.467,57.1,24.7,35.7,35.71,0,19.4,9.5,37.3,0,0,0,1,3,0.333,1,4,0.25,0,0,0,Fr,6-3,6,-0.436653,58.9009,4.3,2026,127991,"Beaumont, TX",56.8,0.33333333,0,1,1,2,0,0.5,0,0,,,107.527,108.971,0.331366,2.80198,-13.8648,29.559,-16.701,-12.1142,-1.75058,-15.8873,-18.370,-8.583,3.76,0.188,-3.459,-11.925,-3.96234,0,0.6,0.6,0.2,0,0,1,12.5448,2005-10-15,0.385,-1.331,-3.301,3.557,1.779,-16.592,-1.202,-2.982
,Reggie Thomas,Wing G,North Dakota,,Sum,29,30.3,0.890,113.8,14.9,53.2,54.05,5.3,10.2,8.3,10,13,22,0.591,22,43,0.512,19,52,0.365,2.3,3,23.2,Sr,6-1,11,0.537305,103.958,5,2026,127018,"Omaha, NE",,2.49983997,20,33,2,10,0.6061,0.2,0,0,,,113.362,114.35,0.928056,68.4846,-0.308432,26.782,-0.288,0.147293,-0.455726,-1.04729,-0.926,-0.823,13.6281,0.909,-0.842,-0.945846,-0.101448,0.75,1.1875,1.9375,0.7812,0.7188,0.25,4.375,7.683,2003-10-15,0.784,-0.660,-0.645,-1.524,-0.762,-1.688,-1.203,-1.177
,Dellquan Warren,Scoring PG,Mississippi St.,,SEC,19,11.2,0.666,72.2,15.1,43.8,41.71,0.7,4.3,18.3,38.1,1,5,0.2,6,9,0.667,3,15,0.2,0,3.1,20.8,So,6-2,1,-0.57935,70.3921,3.6,2026,127458,"Erie, PA",72.6,1.13324888,4,5,2,4,0.8,0.5,0,0,,,115.564,108.039,0.694122,22.889,-5.11041,23.528,-4.551,-4.73529,-0.375114,-5.70208,-5.053,-3.367,7.6474,0.553,-2.793,-6.21348,0.511404,0.0526,0.3158,0.3684,0.8947,0.4211,0,1.1579,5.75391,2005-05-06,0.704,-1.966,-2.370,3.920,1.960,-3.093,-1.203,-1.450
,Kingston Price,Combo G,Fordham,,A10,19,10.8,0.641,101,11.8,52.1,52.08,1.8,4.6,10.3,20.9,0,0,0,8,12,0.667,3,12,0.25,0,2,0,So,6-2,10,-0.0745775,89.1375,5.7,2026,128282,"Bowie, MD",,1.28566941,6,9,2,3,0.6667,0.6667,0,0,,,107.145,106.923,0.633549,17.8308,-4.37372,17.926,-3.355,-3.91928,-0.454435,-5.35549,-3.731,-2.391,7.0727,0.543,-2.025,-6.8255,1.47001,0.0909,0.3182,0.4091,0.4091,0.1818,0,1.7273,5.92326,2005-10-15,0.704,-1.425,-1.682,1.157,0.579,-3.152,-1.204,-1.422
,Mason Matthews,Scoring PG,Memphis,,Amer,7,1.7,0.427,71.2,12.9,21.4,21.43,4.9,0,7.4,0,0,0,0,0,1,0,1,6,0.167,0,0,0,Sr,6-8,8,-0.306508,64.2628,7.3,2026,134410,"Maumelle, AR",,1.00030004,0,0,0,1,,0,0,0,,,119.325,121.218,0.143409,1.83682,-8.09492,14.479,-7.062,-3.40412,-4.6908,-14.6912,-12.288,-5.249,3.1429,0.215,-2.646,-10.1798,-4.51138,0.1429,0,0.1429,0.1429,0,0,0.4286,15.3125,2003-10-15,0.467,-1.235,-2.450,0.591,0.296,-11.992,-1.205,-2.391
,JC Shirer Jr.,PF/C,Liberty,,CUSA,6,0.8,0.436,89.5,17.2,33.3,33.33,13.6,0,0,0,0,0,0,1,3,0.333,0,0,0,0,0,0,Jr,6-3,10,-0.0396048,85.5878,11.9,2026,76653,"Arlington, TX",,5.00089984,1,3,0,0,0.3333,,0,0,,,121.064,121.277,0.0764647,0.909127,-14.2361,21.217,-13.284,-6.00021,-8.23585,-19.9062,-18.903,-8.246,3.2778,0.148,-2.793,-13.0873,-6.81895,0.2222,0.2222,0.4444,0.5556,0.1111,0,1.5556,0,2003-10-15,0.429,-1.197,-3.534,-0.280,-0.140,-19.043,-1.206,-3.560
,Brady Loughlin,Wing G,Brown,,Ivy,11,19.6,1.027,104.9,15.6,58.5,59.74,1.1,11,4.1,17.2,7,10,0.7,7,11,0.636,16,42,0.381,2,0.6,18.9,Fr,6-5,30,0.183452,95.3479,2.8,2026,134196,"Wyckoff, NJ",,0.72728265,6,8,1,3,0.75,0.3333,0,0,,,112.113,117.793,1.02047,26.7935,-4.57581,36.725,-4.167,-2.54653,-2.02928,-2.88252,-2.627,-2.696,18.15,0.731,-1.921,-1.19466,-1.68785,0.1667,1.8333,2,0.6667,0.25,0.25,6.5,12.5238,2006-10-15,0.579,-1.112,-1.561,-0.445,-0.223,-2.849,-1.206,-1.693
,Cade Orness,Combo G,Gonzaga,,WCC,8,1.5,0.389,43.5,19,50,34.29,0,5.1,6.4,43.1,1,5,0.2,1,2,0.5,0,0,0,0,2.7,250,Fr,6-3,0,-0.458096,41.5926,3.8,2026,126805,"Poulsbo, WA",,0.33333333,1,2,0,0,0.5,,0,0,,,98.2812,100.848,0.302419,3.53975,-9.64052,18.509,-10.311,-11.2996,1.65907,-12.0915,-12.530,-4.868,2.6,0.202,-2.535,-11.4941,-0.597346,0,0.125,0.125,0.125,0.125,0,0.375,0,2005-10-15,0.500,-1.267,-2.434,1.197,0.598,-11.932,-1.207,-2.318
,Guzman Vasilic,Wing G,Cal Poly,,BW,28,52.2,1.159,113.7,14.1,55.6,57.14,2.3,8,8.3,13.8,19,25,0.76,18,35,0.514,54,143,0.378,0.8,1.1,14,So,6-4,5,1.09657,106.033,3.5,2026,127850,"Montevideo, Uruguay",,1.10344467,16,28,2,7,0.5714,0.2857,0,0,,,115.613,117.44,1.3584,101.723,-0.904385,33.734,-0.899,0.890439,-1.79482,-1.17034,-1.076,-1.247,23.14,1.193,-1.284,-0.0327841,-1.13756,0.4667,1.9333,2.4,1.0667,0.6,0.2,7.5667,11.5568,2005-02-16,0.778,-0.998,-0.970,-0.450,-0.225,-1.300,-1.207,-1.172
,Mekai Johnson,Wing G,Saint Joseph's,,A10,15,3.9,0.484,93.8,11.4,38.9,45.23,6.3,2,3.3,19.5,2,2,1,2,2,1,1,7,0.143,0,1.1,22.2,So,6-5,23,-0.118081,82.719,3,2026,127463,"Upper Marlboro, MD",,1,2,2,0,0,1,,1,1,1,,111.748,114.741,0.240187,6.28375,-4.03943,12.981,-3.171,-2.96243,-1.077,-8.10645,-6.256,-3.026,4.0294,0.326,-2.041,-6.46426,-1.64219,0.2941,0.0588,0.3529,0.1176,0.1765,0,1.1765,7.74764,2005-10-15,0.652,-1.331,-1.973,1.157,0.579,-5.677,-1.208,-1.791
,Tyler Byrd,Wing G,Alabama St.,,SWAC,30,58.3,1.183,104.7,20.1,50.2,54.74,2.3,13.3,9.2,16.2,64,82,0.78,87,162,0.537,21,74,0.284,2.6,3.7,34.7,Jr,6-3,0,0.928177,103.466,3.9,2026,133741,"Memphis, TN",,0.81816258,74,120,13,42,0.6167,0.3095,15,16,0.9375,,105.828,110.919,1.96121,148.961,-0.678433,48.344,-0.958,-1.79444,1.11601,0.435907,0.124,0.147,24.0903,1.261,0.156,-1.32678,1.76269,0.5161,2.8065,3.3226,1.1613,1.7097,0.5161,10.2903,5.76031,2004-10-15,0.789,0.124,0.116,-2.677,-1.339,-1.214,-1.209,-1.134
,Stephen Osei,C,Kansas St.,,B12,3,0.7,0.413,49.6,35.5,33.3,33.33,25.5,12.7,0,52.2,0,0,0,1,3,0.333,0,0,0,0,0,0,So,6-10,23,-0.408383,52.2466,4.5,2026,134473,"Toronto, Canada",,0,1,2,0,1,0.5,0,1,1,1,,116.736,111.387,0.233914,1.1882,-29.0649,41.294,-40.453,-21.0498,-8.01508,-25.0289,-33.928,-14.001,2.9333,0.138,-4.688,-17.0133,-8.01557,0.6667,0.3333,1,0,0,0,0.6667,0,2005-10-15,0.273,-1.279,-3.819,3.557,1.779,-32.149,-1.212,-3.618
,Zacch Wiggins,Wing G,Old Dominion,,SB,32,45.7,1.041,117.4,15.8,55,57.98,5.5,9.6,10.7,11.5,37,52,0.712,50,93,0.538,18,47,0.383,0.7,1.3,37.1,Fr,6-4,2,1.00971,108.301,3.1,2026,135329,"Greensboro, NC",46.6,1.71417343,43,66,7,27,0.6515,0.2593,8,8,1,,114.626,116.059,1.16034,85.2002,-1.20004,34.149,-1.092,0.382998,-1.58304,-0.818467,-0.744,-0.775,18.6697,1.117,-0.831,0.358048,-1.17652,0.9697,1.5758,2.5455,1.0909,0.4242,0.1515,6.0606,4.51401,2006-10-15,0.800,-0.665,-0.620,-1.225,-0.613,-1.357,-1.212,-1.130
,Perry Smith Jr.,PF/C,Kennesaw St.,,CUSA,24,21.2,0.824,112.4,13.1,57.1,57.46,9.7,10.8,9.8,20.1,15,27,0.556,24,41,0.585,0,1,0,0.8,1,64.3,Sr,6-8,12,0.366139,101.724,5.4,2026,76691,"Augusta, GA",,1.13329867,21,37,3,4,0.5676,0.75,2,4,0.5,,112.716,113.078,0.833365,40.0599,-1.76436,23.036,-1.530,-0.858393,-0.905972,-2.4107,-1.989,-1.639,11.6885,0.760,-1.513,-2.00337,-0.407323,1.1154,1.3846,2.5,0.6538,0.2692,0.0769,2.9615,0.203052,2003-10-15,0.750,-1.135,-1.229,-0.280,-0.140,-2.129,-1.214,-1.316
,Connor Dick,Wing G,Montana,,BSky,22,13.7,0.730,87.3,14.3,32.7,42.83,7.3,9.1,5.1,19.1,13,19,0.684,7,16,0.438,1,10,0.1,3.8,3.1,73.1,Jr,6-3,10,-0.345822,78.999,5.9,2026,78243,"Missoula, MT",,0.57140205,7,13,0,3,0.5385,0,1,1,1,,106.439,105.72,0.741057,33.0541,-1.33392,21.859,-0.983,-3.78514,2.45122,-2.81409,-2.302,-1.681,9.1846,0.611,-1.407,-4.44923,1.63514,0.5385,1.0769,1.6154,0.3077,0.3846,0.2692,2.3846,3.41858,2004-10-15,0.733,-1.032,-1.233,-0.818,-0.409,-2.711,-1.215,-1.452
,Emmanuel Stephen,C,UNLV,,MWC,23,25.6,0.949,101.8,14.4,51.6,50.44,14.6,16.2,2.9,20,11,26,0.423,32,62,0.516,0,0,0,4.7,1.6,41.9,So,7-0,34,0.243655,97.0126,8.5,2026,127427,"Lagos, Nigeria",83,0.31577618,25,37,7,25,0.6757,0.28,8,11,0.7273,,109.811,105.775,1.5,64.9915,-0.948405,28.220,-0.784,-1.46572,0.517317,-3.22057,-2.745,-2.604,15.5,0.836,-2.294,-3.61199,0.391427,2,2.2083,4.2083,0.25,0.4167,0.6667,3.5417,0,2005-11-28,0.742,-1.702,-1.932,1.567,0.783,-1.962,-1.216,-1.381
,Kiir Kuany,Wing F,Ohio,,MAC,29,19.7,0.719,110.3,14.8,53.1,54.86,4.3,12.8,2.3,9.6,9,13,0.692,25,41,0.61,6,23,0.261,4.3,1.7,20.3,Fr,6-9,17,0.269322,101.879,5.9,2026,128302,"Melbourne, Australia",,0.55563209,24,37,1,4,0.6486,0.25,12,15,0.8,,111.899,112.257,0.626136,42.4668,-2.70747,23.240,-2.391,-2.24809,-0.459383,-2.02347,-1.769,-1.273,8.9129,0.733,-1.297,-2.12239,0.0989276,0.3226,1.0323,1.3548,0.1613,0.2903,0.3871,3.5161,5.454,2005-10-15,0.784,-1.016,-0.997,-0.706,-0.353,-2.122,-1.219,-1.196
,Weston Aigner,PF/C,Evansville,,MVC,3,0.4,0.420,0,24.7,0,0,0,25.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Jr,6-3,40,-0.523729,-1.96359,8.3,2026,78416,"Newburgh, IN",,0.33333333,,,,,,,,,,,115.51,111.347,0.127814,0.790082,-33.8696,34.983,-41.139,-30.4603,-3.40932,-37.428,-43.124,-18.117,3.04,0.104,-4.505,-27.7024,-9.72556,0.2,0.2,0.4,0.2,0.2,0,0,0,2004-10-15,0.273,-1.229,-4.941,0.457,0.228,-42.895,-1.222,-4.915
,Josiah Brown,Combo G,Coppin St.,,MEAC,11,4.6,0.598,111.5,8.4,33.3,50.63,6.1,4.5,3.5,12.5,4,4,1,2,5,0.4,0,1,0,0,4.2,66.7,So,6-5,3,0.008719,92.8688,2.9,2026,135486,"Baltimore, MD",,1.49970001,2,5,0,0,0.4,,0,0,,,116.312,116.813,0.305692,9.43586,-3.4146,12.079,-2.252,-2.75693,-0.657671,-5.90521,-3.767,-2.251,6.15,0.354,-1.334,-5.11852,-0.786688,0.4167,0.4167,0.8333,0.25,0.3333,0,1.6667,1.04184,2005-10-15,0.579,-0.773,-1.303,-4.384,-2.192,-5.959,-1.222,-2.061
,Kolby Granger,Wing G,Texas Southern,,SWAC,4,5,0.908,62.7,15.3,31.3,45.45,4.1,10.1,2.9,45.4,4,4,1,1,3,0.333,1,5,0.2,0,2,50,Sr,6-5,14,-1.50044,60.9655,2.8,2026,74982,"Missouri City, TX",,0.14285714,1,2,0,1,0.5,0,0,0,,,113.812,110.047,1.16068,8.88084,-10.2668,37.106,-9.243,-8.2752,-1.99157,-9.55469,-8.617,-7.824,14.2,0.369,-3.183,-6.82288,-2.73182,0.5,1.25,1.75,0.25,0.5,0,2.25,4.95198,2002-10-15,0.333,-1.061,-2.608,-2.677,-1.339,-9.956,-1.226,-3.013
,Terren Frank,Wing F,Campbell,,CAA,7,4,0.652,80.4,15.6,33.3,37.24,4.4,7.1,10.5,21.3,2,3,0.667,4,11,0.364,0,1,0,1.9,2.2,25,Sr,6-8,15,-0.444159,74.9022,7.8,2026,72526,"Los Angeles, CA",68.4,1,3,4,1,7,0.75,0.1429,0,0,,,113.267,116.658,0.450365,8.33547,-6.47491,24.575,-5.889,-5.78687,-0.688041,-8.41521,-7.654,-4.993,7.3286,0.330,-2.528,-7.45249,-0.962714,0.2857,0.4286,0.7143,0.4286,0.2857,0.1429,1.4286,1.10943,2000-12-06,0.467,-1.180,-2.330,-0.623,-0.311,-7.966,-1.228,-2.425
,Scotty Middleton,Stretch 4,Tulane,,Amer,32,63.2,1.222,105.8,14.5,51,52.46,4.6,12.3,8.7,11.5,17,23,0.739,27,58,0.466,48,136,0.353,3.5,1,11.9,Jr,6-6,5,0.632901,99.5881,3.9,2026,79407,"Miami, FL",90.2,1.59992082,19,34,8,24,0.5588,0.3333,4,6,0.6667,,113.258,113.637,1.81727,122.313,-0.656341,36.247,-0.581,-0.403933,-0.252407,-1.63912,-1.465,-1.790,25.7303,1.313,-1.923,-0.750329,-0.888788,1.0606,2.9697,4.0303,1.2121,0.5152,0.7879,6.9394,9.79433,2003-11-08,0.800,-1.539,-1.432,0.591,0.296,-1.169,-1.228,-1.143
,Michael Rogan,Wing F,Fairfield,,MAAC,12,7.7,0.702,109.4,9.5,57.1,60.2,6.2,12.6,1.6,24.6,2,2,1,5,7,0.714,2,7,0.286,0,1.2,14.3,Sr,6-7,25,-0.0384701,91.0515,2,2026,75956,"Saratoga Spgs, NY",,0.49983748,4,5,1,2,0.8,0.5,0,0,,,110.428,117.735,0.486006,14.9441,-5.35103,17.083,-4.113,-3.13148,-2.21955,-4.75447,-3.423,-2.401,8.4769,0.458,-1.569,-3.5449,-1.20957,0.4615,0.9231,1.3846,0.1538,0.1538,0,1.3846,4.09856,2003-10-15,0.600,-0.941,-1.441,-2.090,-1.045,-4.468,-1.229,-1.881
,Ryan Erikson,PF/C,North Dakota,,Sum,6,1.1,0.531,60.7,23.8,25,40.4,0,26.4,0,34.2,2,2,1,1,2,0.5,0,2,0,0,0,50,So,6-10,15,-0.23685,63.5273,2.8,2026,78556,"Bismarck, ND",,0.5,1,1,0,1,1,0,0,0,,,115.639,111.387,0.188728,2.23767,-23.8217,37.921,-26.124,-15.4162,-8.40552,-13.9862,-15.840,-8.410,4.8556,0.173,-2.744,-10.4637,-3.52249,0.4444,0.7778,1.2222,0.2222,0,0.1111,1.4444,8.13968,2004-10-15,0.429,-1.176,-3.604,-1.524,-0.762,-16.602,-1.233,-3.778
,Arop Arop,C,Memphis,,Amer,9,1.8,0.382,86.9,18.9,33.3,37.97,14.4,14.5,0,13.1,2,4,0.5,2,5,0.4,0,1,0,5.3,0,66.7,Jr,6-11,4,-0.0592014,85.5739,7.1,2026,78335,"Fort Worth, TX",,0,2,5,0,0,0.4,,0,0,,,110.27,110.753,0.205771,3.5304,-10.9211,18.603,-10.731,-6.62458,-4.29653,-10.8689,-10.802,-4.124,2.5111,0.222,-2.394,-7.43404,-3.43483,0.3333,0.3333,0.6667,0,0,0.1111,0.6667,2.4103,2004-10-15,0.529,-1.267,-2.184,0.591,0.296,-10.506,-1.233,-2.124
,Jahaan Green,Combo G,Army,,Pat,8,2.1,0.430,85,9.1,33.3,33.33,4.3,0,13.9,25.6,0,0,0,1,3,0.333,0,0,0,0,0,0,Fr,6-5,25,-0.212826,73.2015,3.1,2026,134524,"Swedesboro, NJ",,1,1,3,0,0,0.3333,,0,0,,,124.043,124.748,0.106821,2.44633,-13.3178,13.564,-10.013,-8.06709,-5.25076,-11.682,-9.032,-3.887,3.19,0.239,-2.162,-6.31091,-5.37109,0.2,0.2,0.4,0.2,0.1,0.1,1,0,2006-10-15,0.500,-1.081,-1.943,-2.537,-1.268,-10.300,-1.233,-2.216
